District,STATE,REMARKS,State_LGD,DISTRICT_L,Shape_Leng,Shape_Area,sandy_count,sandy_sum,sandy_mean
NAW>DA,BIH>R,,10,"210",381420.36069100001,2396138340.44999980927,99,0,0
SHAH|D BHAGAT SINGH NAGAR,PUNJAB,,3,"40",263509.14154899999,1234296266.51999998093,50,128405,2568.1
NIZAMABAD,TELANG>NA,,36,"516",346070.28886799997,4082862634.67000007629,169,0,0
NORTH TWENTY-FOUR PARGANAS,WEST BENGAL,,19,"303",591635.65516099997,3852227699.30000019073,159,0,0
USM>N>B>D,MAH>R>SHTRA,,27,"488",812462.78099200001,7358562067.18999958038,302,0,0
P>LGHAR,MAH>R>SHTRA,,27,"665",473314.44491299998,5094568810.93999958038,212,0,0
PALWAL,HARY>NA,,6,"619",236392.76834600000,1313937684.51999998093,55,68351,1242.74545454545
PANCHKULA,HARY>NA,,6,"70",220844.25383400000,858678376.09199988842,36,42,1.16666666666667
P>N|PAT,HARY>NA,,6,"71",205738.44896099999,1263800771.46000003815,52,20290,390.192307692308
PAPUMPARE,ARUN>CHAL PRADESH,,12,"237",429256.81612500001,3324532414.55999994278,138,1587,11.5
PARBHANI,MAH>R>SHTRA,,27,"489",595317.48248999997,6105206721.98999977112,255,0,0
PASHCHIMI CHAMP>RAN,BIH>R,,10,"211",489853.43231900001,5042948136.82999992371,208,433201,2082.69711538462
PASCHIM MEDIN|PUR,WEST BENGAL,,19,"318",556149.94249399996,6037537639.81000041962,253,0,0
PATH>NKOT,PUNJAB,,3,"662",246908.58751899999,933021429.61000001431,40,36613,915.325
PATI>LA,PUNJAB,,3,"41",638392.49482899997,3227294801.32000017166,134,0,0
PATNA,BIH>R,,10,"212",567476.30423100002,3073915633.23999977112,129,0,0
PITHOR>GARH,UTTAR>KHAND,,5,"53",596635.24759499996,7034591198.60999870300,288,0,0
PUNE,MAH>R>SHTRA,,27,"490",1021913.71843999997,15181792460.79999923706,621,0,0
P@RBI CHAMP>RAN,BIH>R,,10,"213",479736.56260599999,3827052231.13999986649,159,0,0
P@RNIA,BIH>R,,10,"214",463494.15455400001,3108045538.36999988556,131,290759,2219.53435114504
PURULIYA,WEST BENGAL,,19,"321",584001.42604299996,6016746178.15000057220,247,0,0
R>YGAD,MAH>R>SHTRA,,27,"491",712807.60428199999,6772380900.45999908447,278,26633,95.8021582733813
RANGAREDDY,TELANG>NA,,36,"518",537924.59789600002,4872059069.51000022888,202,0,0
RATN>GIRI,MAH>R>SHTRA,,27,"492",733803.82123700005,8081757310.55000019073,330,11788,35.7212121212121
REW>RI,HARY>NA,,6,"72",287206.33533500001,1501531415.54999995232,66,436509,6613.77272727273
ROHTAK,HARY>NA,,6,"73",245463.49573200001,1616224665.16999983788,68,11376,167.294117647059
ROHT>S,BIH>R,,10,"215",408552.31269400002,3699484570.92999982834,151,0,0
R@PNAGAR,PUNJAB,,3,"42",332146.98984300002,1342569809.52999997139,56,27327,487.982142857143
SAHARSA,BIH>R,,10,"216",307404.10225699999,1605644052.47000026703,68,213416,3138.47058823529
SAMAST|PUR,BIH>R,,10,"217",463099.31530299998,2573275110.80000019073,109,0,0
S>NGLI,MAH>R>SHTRA,,27,"493",947268.37584600004,8391930255.02000045776,354,0,0
SANGR@R,PUNJAB,,3,"43",516708.80469199998,3510599164.30000019073,141,25437,180.404255319149
S>RAN,BIH>R,,10,"218",322369.31716500001,2542123199.51999998093,106,0,0
SAS NAGAR (SAH|BZ>DA AJ|T SINGH NAGAR),PUNJAB,,3,"608",315615.19610900001,1065348207.45000004768,43,9962,231.674418604651
S>T>RA,MAH>R>SHTRA,,27,"494",725488.71266099997,10194658859.10000038147,414,0,0
SEN>PATI,MANIPUR,,14,"257",240669.07636100001,1683367286.11999964714,70,0,0
SHEIKHPURA,BIH>R,,10,"219",225076.13792199999,652669229.11899995804,29,0,0
SHEOHAR,BIH>R,,10,"220",172353.88033799999,428234734.13300001621,17,0,0
SINDHUDURG,MAH>R>SHTRA,,27,"495",607457.84160499997,5000891034.15999984741,204,0,0
SIRSA,HARY>NA,,6,"74",426814.01878099999,4147871217.32000017166,174,570480,3278.62068965517
S|T>MARHI,BIH>R,,10,"221",381932.31921799999,2109556706.20000004768,85,0,0
SIW>N,BIH>R,,10,"222",311945.38538400002,2137754677.17000007629,89,0,0
SOL>PUR,MAH>R>SHTRA,,27,"496",1286705.84715999989,14450282152.00000000000,603,0,0
SON|PAT,HARY>NA,,6,"75",280154.81635899999,2112606012.03999996185,86,38798,451.139534883721
SOUTH TWENTY-FOUR PARGANAS,WEST BENGAL,,19,"304",1696638.53141999990,7380975871.01000022888,305,243,0.79672131147541
SUB URBAN MUMBAI,MAH>R>SHTRA,,27,"483",118690.85565300001,418051976.49900001287,17,0,0
SUPAUL,BIH>R,,10,"223",373518.12911799998,2331739304.96000003815,92,391835,4259.07608695652
TAMENGLONG,MANIPUR,,14,"258",377796.10522899998,2901830877.07999992371,119,0,0
TARN T>RAN,PUNJAB,,3,"609",314763.38614000002,2361087613.76000022888,97,0,0
TAWANG,ARUN>CHAL PRADESH,,12,"238",311006.71283500001,2371676838.21999979019,97,67739,698.340206185567
TH>NE,MAH>R>SHTRA,,27,"497",438859.05902599997,4136100179.65999984741,172,0,0
THOUB>L,MANIPUR,,14,"259",130368.88396700000,378152455.38400000334,15,0,0
TIR>P,ARUN>CHAL PRADESH,,12,"239",184942.10308000000,1132502137.45000004768,48,0,0
K>MJONG,MANIPUR,,14,"717",238791.20768699999,2291046228.11999988556,94,0,0
UPPER SIANG,ARUN>CHAL PRADESH,,12,"240",478881.59121200000,6489805076.93999958038,265,0,0
UPPER SUBANSIRI,ARUN>CHAL PRADESH,,12,"241",476128.57510199997,6268085490.82999992371,258,180932,701.286821705426
UTTAR DIN>JPUR,WEST BENGAL,,19,"311",744493.17900200002,3018031067.05999994278,126,3009,23.8809523809524
UTTARK>SHI,UTTAR>KHAND,,5,"57",669211.27814299997,7791379716.94999980927,323,306205,948.003095975232
VAISH>LI,BIH>R,,10,"224",264300.27730600000,1961030614.85999989510,81,0,0
MULUGU,TELANG>NA,,36,"720",382336.82552600000,4164777330.67000007629,170,0,0
WARDHA,MAH>R>SHTRA,,27,"498",494888.00371000002,6083172728.76000118256,252,0,0
W>SH|M,MAH>R>SHTRA,,27,"499",600302.44519999996,4955811384.28999996185,207,0,0
WEST KAMENG,ARUN>CHAL PRADESH,,12,"242",378357.64760500001,4742700076.47000026703,202,220705,1092.59900990099
LOWER SIANG,ARUN>CHAL PRADESH,Not Verified on Ground,12,"719",297474.74506900000,1751262989.52999997139,73,22157,303.520547945205
YAMUN>NAGAR,HARY>NA,,6,"76",274920.56299599999,1674414309.22999978065,70,325,4.64285714285714
YAVATM>L,MAH>R>SHTRA,,27,"500",928990.41298300005,13121639303.70000076294,546,0,0
DIMAPUR,N>G>LAND,,13,"244",260538.99712000001,734104449.27999997139,29,0,0
KOHIMA,N>G>LAND,,13,"245",220033.10914600000,1264748302.39000010490,52,0,0
KIPHIRE,N>G>LAND,,13,"614",191252.72741200001,1087316396.07999992371,46,0,0
ZUNHEBOTO,N>G>LAND,,13,"251",299587.30264000001,1516332115.80999994278,64,0,0
MOKOKCHUNG,N>G>LAND,,13,"246",306785.57919800002,1545211286.71000003815,65,0,0
MON,N>G>LAND,,13,"247",297229.42662500002,2097915195.03000020981,87,0,0
TUENSANG,N>G>LAND,,13,"249",275601.53175700002,2053524533.16000032425,82,0,0
JAMMU,JAMMU AND KASHM|R,,1,"5",379215.13332700002,2375423523.40999984741,90,108774,1208.6
LOWER SUBANSIRI,ARUN>CHAL PRADESH,,12,"236",265052.78362200002,1875008315.30999994278,79,66682,844.075949367089
LONGLENG,N>G>LAND,,13,"615",186647.28306900000,564216056.71800005436,23,0,0
NONEI,MANIPUR,Not Verified on Ground,14,"714",208746.50124499999,1133651775.59999990463,46,0,0
PHERZAWL,MANIPUR,Not Verified on Ground,14,"715",276653.03063100000,2062707915.89000010490,86,0,0
TENGNOUP>L,MANIPUR,Not Verified on Ground,14,"716",180746.75957600001,1182785073.35999989510,51,0,0
K>NGPOKPI,MANIPUR,Not Verified on Ground,14,"712",509252.09187900001,1665864941.94000005722,72,0,0
KAKCHING,MANIPUR,Not Verified on Ground,14,"711",116224.39702200000,307735976.30500000715,14,0,0
CHARKHI D>DRI,HARY>NA,,6,"701",259526.53805300000,1338808894.22000002861,54,329365,6099.35185185185
JH>RGR>M,WEST BENGAL,Not Verified on Ground,19,"703",480353.66233999998,2982702702.90999984741,121,0,0
PASCHIM BARDDHAM>N,WEST BENGAL,Not Verified on Ground,19,"704",289409.54060800001,1739923314.38999986649,71,0,0
K>LIMPONG,WEST BENGAL,Not Verified on Ground,19,"702",175959.21444200000,1054104617.74000000954,44,0,0
JOGULAMBA GADWAL,TELANG>NA,,36,"695",275697.94596899999,2519829844.46000003815,104,0,0
SIANG,ARUN>CHAL PRADESH,Not Verified on Ground,12,"679",381310.00319500000,3337731638.09999990463,139,0,0
WEST SIANG,ARUN>CHAL PRADESH,,12,"243",205653.05608899999,1288854388.03999996185,55,0,0
SHI YOMI,ARUN>CHAL PRADESH,Not Verified on Ground,12,"725",234935.06685900001,2533614848.59000015259,105,0,0
LEPA RADA,ARUN>CHAL PRADESH,Not Verified on Ground,12,"724",136851.79985099999,740599302.21500003338,30,0,0
PAKKE KESSANG,ARUN>CHAL PRADESH,Not Verified on Ground,12,"723",292751.20506100002,1841756403.83999991417,78,0,0
KRA DAADI,ARUN>CHAL PRADESH,Not Verified on Ground,12,"677",272548.02579500002,1700826022.83000016212,70,0,0
NAMSAI,ARUN>CHAL PRADESH,Not Verified on Ground,12,"678",173448.76074100001,1295671649.56999993324,54,0,0
KAMLE,ARUN>CHAL PRADESH,Not Verified on Ground,12,"718",226425.94141999999,1331507163.19000005722,55,66407,1207.4
KUMURAM BHEEM,TELANG>NA,,36,"699",447185.46004799998,4389641780.53999996185,179,0,0
MANCHERIAL,TELANG>NA,,36,"684",418015.09058199998,3735524781.13000011444,154,0,0
NIRMAL,TELANG>NA,,36,"680",459638.56056399998,3597101915.57999992371,146,0,0
KAMAREDDY,TELANG>NA,,36,"685",471598.12221200002,3636649674.76999998093,151,0,0
SANGAREDDY,TELANG>NA,,36,"691",628664.61129499995,4329919641.72999954224,176,0,0
NAGARKURNOOL,TELANG>NA,,36,"694",519937.68095700000,6064302746.31999969482,252,0,0
WANAPARTHY,TELANG>NA,,36,"693",311149.92040800001,2133248183.71000003815,85,0,0
NARAYANPET,TELANG>NA,,36,"721",347978.23079200002,2351813053.88999986649,97,0,0
VIKARABAD,TELANG>NA,,36,"698",424080.60599800001,3610141215.44999980927,149,0,0
MEDCHAL-MALKAJGIRI,TELANG>NA,,36,"700",211617.34278599999,1046768227.33999991417,45,0,0
YADADRI BHUVANAGIRI,TELANG>NA,,36,"697",379535.13873399998,3144205247.84999990463,129,0,0
SURYAPET,TELANG>NA,,36,"696",343671.05982500000,3505231009.42000007629,142,0,0
KHAMMAM,TELANG>NA,,36,"509",622797.31519800005,4560107344.96000003815,190,0,0
MAHABUBABAD,TELANG>NA,,36,"688",360890.03978100000,3446089924.42999982834,139,0,0
JANGAON,TELANG>NA,,36,"689",306486.35182200000,2357756404.51999998093,100,0,0
WARANGAL (URBAN),TELANG>NA,,36,"686",189478.39817000000,1131099837.71000003815,45,0,0
WARANGAL (RURAL),TELANG>NA,,36,"522",308652.44989599998,2173393161.26999998093,94,0,0
JAYASHANKAR BHUPALAPALLY,TELANG>NA,,36,"687",356652.74043499999,2788086101.25000000000,117,0,0
PEDDAPALLI,TELANG>NA,,36,"682",241335.07819199999,2127605718.57000017166,90,0,0
JAGTIAL,TELANG>NA,,36,"681",287769.56677400001,2796130892.46000003815,116,0,0
RANJANNA SIRCILLA,TELANG>NA,,36,"683",235176.92162400001,1754886118.06999993324,77,0,0
MEDAK,TELANG>NA,,36,"513",420195.17294600001,2670510023.51999998093,105,0,0
EAST SIANG,ARUN>CHAL PRADESH,,12,"232",212629.71485799999,1623400625.01999998093,68,0,0
LONGDING,ARUN>CHAL PRADESH,Not Verified on Ground,12,"666",171487.61259800001,902244317.47699999809,36,0,0
ARIYAL@R,TAMIL N>DU,,33,"610",259098.15307800000,1953551845.54999995232,77,0,0
CHENGALPATTU,TAMIL N>DU,,33,"730",358842.50591800001,2720867896.50000000000,113,8307,73.5132743362832
CHENNAI,TAMIL N>DU,,33,"568",129264.58498600000,332995243.65899997950,13,2186,168.153846153846
COIMBATORE,TAMIL N>DU,,33,"569",567689.26418800000,4774994296.48999977112,189,0,0
CUDDALORE,TAMIL N>DU,,33,"570",538000.31045899994,3726277215.72000026703,147,14651,99.6666666666667
DHARMAPURI,TAMIL N>DU,,33,"571",524839.92595399998,4507661284.65999984741,177,0,0
DINDIGUL,TAMIL N>DU,,33,"572",647345.61217199999,6144763049.18999958038,245,0,0
ERODE,TAMIL N>DU,,33,"573",754856.03542900004,5145413409.27999973297,201,0,0
K>NCHIPURAM,TAMIL N>DU,,33,"574",434909.58143399999,1742378007.19999980927,68,3291,48.3970588235294
KALLAKKURICHI,TAMIL N>DU,,33,"729",423126.66544800001,3547769481.38999986649,141,0,0
KANY>KUMARI,TAMIL N>DU,,33,"575",250200.34126600000,1735656760.70000004768,64,0,0
KAR@R,TAMIL N>DU,,33,"576",465382.76362099999,2937839639.38999986649,115,0,0
MADURAI,TAMIL N>DU,,33,"578",556591.14273399999,3778649192.34000015259,148,0,0
N|LGIRIS,TAMIL N>DU,,33,"587",348091.55066100002,2448560749.01000022888,97,0,0
N>GAPATTINAM,TAMIL N>DU,,33,"579",551117.20737199998,2596160074.42000007629,109,49398,453.192660550459
N>MAKKAL,TAMIL N>DU,,33,"580",421895.92602900002,3447144066.82999992371,142,0,0
PERAMBAL@R,TAMIL N>DU,,33,"581",293242.93593099999,1771180070.40000009537,71,0,0
PUDUKKOTTAI,TAMIL N>DU,,33,"582",700396.39969300001,4724470766.07999992371,190,5414,28.4947368421053
R>MAN>THAPURAM,TAMIL N>DU,,33,"583",759677.18672899995,4205965470.07000017166,159,13031,81.9559748427673
R>NIPPETTAI,TAMIL N>DU,,33,"731",364819.85709599999,1844110586.89999985695,75,0,0
SALEM,TAMIL N>DU,,33,"584",915161.46665600000,6037029189.72999954224,243,0,0
SIVAGANGA,TAMIL N>DU,,33,"585",696117.07850099995,4324025753.96000003815,169,0,0
TENI,TAMIL N>DU,,33,"588",346738.89704299998,2923469272.80000019073,114,0,0
TENKASI,TAMIL N>DU,,33,"733",376983.82050700003,2883873054.36999988556,113,1850,16.3716814159292
THANJ>V@R,TAMIL N>DU,,33,"586",657496.45538499998,3471130011.69000005722,136,0,0
THIRUV>R@R,TAMIL N>DU,,33,"590",478490.38886800001,2294247331.82000017166,88,3058,34.75
TIRUCHIR>PALLI,TAMIL N>DU,,33,"591",803655.82080099999,4544662494.21000003815,179,0,0
TIRUNELVELI,TAMIL N>DU,,33,"592",472798.25566700002,4003497672.71999979019,156,55098,353.192307692308
TIRUPP@R,TAMIL N>DU,,33,"634",694086.49690599996,5258915004.30000019073,202,0,0
TIRUPPATT@R,TAMIL N>DU,,33,"732",320210.74399300001,2114299060.61999988556,84,0,0
TIRUVALL@R,TAMIL N>DU,,33,"589",690569.58346100000,3213859851.86999940872,126,0,0
TIRUVANN>MALAI,TAMIL N>DU,,33,"593",717314.50534200005,6180277375.92000007629,247,0,0
TUTICORIN,TAMIL N>DU,,33,"594",528597.00421699998,4873818770.80000019073,192,56996,296.854166666667
VELLORE,TAMIL N>DU,,33,"595",428348.67737100000,2101439158.84999990463,87,0,0
VILLUPURAM,TAMIL N>DU,,33,"596",599858.09447999997,3669168010.94999980927,140,4251,30.3642857142857
VIRUDHUNAGAR,TAMIL N>DU,,33,"597",574984.91636499995,4336580864.72999954224,169,0,0
KRISHNAGIRI,TAMIL N>DU,,33,"577",636648.09591100004,5134733859.90999984741,205,0,0
DISPUTED (NIMACH & CHITTAURGARH ),DISPUTED (MADHYA PRADESH & R>JASTH>N),,0,,12630.20746250000,3402949.32241000002,0.141529455606652,0,0
DISPUTED (B>R>N & SHEOPUR,DISPUTED (MADHYA PRADESH & R>JASTH>N),,0,,13344.14686240000,8037774.79578000028,0.334220094905395,0,0
DISPUTED (S>BAR K>NTHA & UDAIPUR),DISPUTED (R>JATH>N & GUJAR>T),,0,,59030.26943890000,11986027.05069999956,0.498275824405111,0,0
DISPUTED (S>BAR K>NTHA & SIROHI),DISPUTED (R>JATH>N & GUJAR>T),,0,,10923.65413700000,1639688.34786000010,0.0682140135480018,0,0
DADRA & NAGAR HAVELI,D>DRA & NAGAR HAVELI & DAM>N & DIU,,38,"465",225234.79204500001,473306908.96700000763,19,0,0
BAKSA,ASSAM,,18,"616",511427.73745900003,2575624328.21000003815,96,0,0
BARPETA,ASSAM,,18,"280",415011.19768300001,2141792153.47000026703,89,0,0
BISWANATH,ASSAM,Not Verified on Ground,18,"705",226550.26311999999,1720650757.74000000954,87,27141,311.965517241379
BONGAIGAON,ASSAM,,18,"281",278101.50846500002,938074332.77699995041,43,0,0
CACHAR,ASSAM,,18,"282",433439.25827200001,3638666626.69000005722,154,0,0
CHARAIDEO,ASSAM,Not Verified on Ground,18,"708",224632.57132500000,1036074512.95000004768,39,0,0
CHIRANG,ASSAM,,18,"612",310549.77846399997,1962996248.16000008583,78,0,0
DARRANG,ASSAM,,18,"283",331697.06167600001,1309522556.97000002861,61,0,0
DHEMAJI,ASSAM,,18,"284",401430.52996600000,2381017115.25000000000,99,11831,119.505050505051
DHUBRI,ASSAM,NOT VERIFIED,18,"285",484020.12303500000,1514111328.25999999046,66,37170,563.181818181818
DIBRUGARH,ASSAM,,18,"286",441649.09141800000,3275833020.17000007629,131,0,0
DIM> H>SAO,ASSAM,,18,"299",499690.77233700000,4698230544.10000038147,192,0,0
GOALPARA,ASSAM,,18,"287",330027.80952299997,1847011606.20000028610,82,0,0
GOLAGHAT,ASSAM,NOT VERIFIED,18,"288",611752.90868300002,3389099120.73000001907,133,125424,943.037593984962
HAILAKANDI,ASSAM,,18,"289",262606.79240699997,1278171571.75000000000,51,0,0
HOJAI,ASSAM,Not Verified on Ground,18,"709",252272.50063200001,1401079754.04999995232,57,0,0
JORHAT,ASSAM,NOT VERIFIED,18,"290",348007.02277799998,1976286241.86999988556,73,0,0
KAMRUP METRO,ASSAM,,18,"618",217860.15088199999,924998183.28900015354,41,0,0
KAMRUP RURAL,ASSAM,,18,"291",533767.45439900004,3002073957.67000055313,127,0,0
KARBI ANGLONG,ASSAM,Not Verified on Ground,18,"292",793115.49534599995,7052761470.84000015259,292,16708,57.2191780821918
KARIMGANJ,ASSAM,,18,"293",253526.55593500001,1743612777.20000004768,76,0,0
KOKRAJHAR,ASSAM,,18,"294",370102.89945800003,3005469475.00000000000,125,93333,746.664
LAKHIMPUR,ASSAM,,18,"295",372367.88503300003,2888806626.55000019073,121,36168,298.909090909091
MAJULI,ASSAM,Not Verified on Ground,18,"706",187633.77704099999,760410814.68700003624,51,6431,126.098039215686
MARIGAON,ASSAM,,18,"296",225512.75186200000,1483599654.86999988556,60,0,0
NAGAON,ASSAM,NOT VERIFIED,18,"297",595983.80540099996,2482159569.61999988556,102,20268,198.705882352941
NALBARI,ASSAM,,18,"298",235768.40190699999,1020897077.31000006199,40,0,0
SIBSAGAR,ASSAM,NOT VERIFIED,18,"300",266939.34807800001,1512179589.01000022888,66,735,11.1363636363636
SONITPUR,ASSAM,NOT VERIFIED,18,"301",302021.09840199997,3318736009.51999998093,120,0,0
SOUTH SALMARA MANCACHAR,ASSAM,Not Verified on Ground,18,"707",234231.82711600000,657868873.69900000095,24,0,0
TINSUKIA,ASSAM,,18,"302",419712.54077000002,3677171930.98000001907,152,0,0
UDALGURI,ASSAM,,18,"617",363765.33847800002,1977227539.25000000000,84,0,0
WEST KARBI ANGLONG,ASSAM,Not Verified on Ground,18,"710",430785.10403699998,2957339839.67000007629,124,0,0
